famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN26	0.85486041163137	0.0062345945416121	961	0.842625421425395	0.867095401837345	 A     
WGN15	0.855569017470926	0.00604460897607218	961	0.843706861699996	0.867431173241856	 A     
WGN39	0.88312440399323	0.00593239630116573	961	0.871482458368975	0.894766349617485	  B    
WGN63	0.921540695443045	0.00612302570243912	961	0.909524651897588	0.933556738988501	   C   
WGN36	0.943318490703437	0.00623786034554497	961	0.9310770915676	0.955559889839274	   CD  
WGN38	0.964085735646218	0.00661257455867825	961	0.951108984003154	0.977062487289283	    DE 
WGN45	0.966379308369125	0.00632343182215388	961	0.953969980722263	0.978788636015988	    DE 
WGN46	0.971294966493113	0.00594537506166262	961	0.95962755088737	0.982962382098857	     E 
WGN55	0.989884603608637	0.00592335556665166	961	0.978260399843535	1.00150880737374	     EF
WGN07	1.01242137276167	0.00603173610647975	961	1.00058447916815	1.02425826635519	      F
