famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN45	0.705677377708583	0.00751000255636033	1096	0.690941770255249	0.720412985161918	 A   
WGN26	0.71088308052205	0.00725668298179482	1096	0.696644519212578	0.725121641831521	 A   
WGN15	0.726031615221222	0.00672354549500074	1096	0.712839139404412	0.739224091038033	 A   
WGN07	0.73183832399583	0.00664704080109071	1096	0.718795960396604	0.744880687595057	 AB  
WGN38	0.763510418709581	0.00753451237242377	1096	0.748726719790824	0.778294117628339	  BC 
WGN36	0.764880107757927	0.00693628519004928	1096	0.751270208829413	0.778490006686441	   C 
WGN63	0.791929168605363	0.00680364997561628	1096	0.778579517318538	0.805278819892188	   C 
WGN39	0.838595191678245	0.00666676708080128	1096	0.825514122537689	0.851676260818801	    D
WGN55	0.842813439916347	0.00666676708080142	1096	0.829732370775791	0.855894509056904	    D
WGN46	0.851668432898258	0.00680346204376078	1096	0.838319150358319	0.865017715438197	    D
