famID	emmean	SE	df	lower.CL	upper.CL	.group
WGN38	0.550291089659651	0.0059218158944267	1103	0.538671793720551	0.561910385598752	 A     
WGN15	0.567726234556618	0.00518701796678549	1103	0.557548698160352	0.577903770952883	 AB    
WGN07	0.572893439453654	0.00543968845077959	1103	0.56222013399247	0.583566744914839	 ABC   
WGN45	0.578776409438081	0.00562431621649098	1103	0.567740842689713	0.589811976186449	  BCD  
WGN36	0.582864728583231	0.00576422882663447	1103	0.571554636916856	0.594174820249605	  BCD  
WGN39	0.588222001771375	0.00530696556974683	1103	0.577809114138117	0.598634889404633	  BCD  
WGN26	0.594363191750181	0.0055168120803106	1103	0.583538560700461	0.605187822799901	   CDE 
WGN63	0.601180955795082	0.00543961379695253	1103	0.590507796813444	0.61185411477672	    DE 
WGN46	0.616635263126635	0.00539540780635488	1103	0.606048841472904	0.627221684780367	     EF
WGN55	0.629956829307372	0.00528700251036173	1103	0.619583111533322	0.640330547081421	      F
